label,New,org_or_new
neutral,"⁩Ministerens særlige rådgiver fik også at vide i juni 2017, at der var fundet en e-mail, selvom han ikke blev fortalt mere om mailens indhold. Uvildig undersøgelse bør også afsløre ⁦@USER⁩ ‘s rolle og ansvar i forbindelse med sagen #dkpol",0
neutral,"Ønsker du ikke nogen, der vil køre forbi Al Diwan på Vesterbrogade og derefter drive til Espergærde? Jeg er særlig hungertørstig! Og det er kun indisk, der findes her!!",0
neutral,"1. Regionsrådene bliver nedlagt.
2. Dommedag for Brexit-aftalen er nær.
3. Domsag Første Instans: Capinordic dømt for overtrædelse af konkurrenceloven.",0
neutral,"Brøndbynyt: I de seneste 2 timer har vi opdaget 1 nyhed for dig, som findes under #sldk og #brøndby.",0
neutral, Jeg udvider lige mit eget dumhed/manglende viden: Findes der en frugthand i billedet og hvad er baggrunden for dens ophav,0
neutral,317 millioner kroner til økologisk arealudvidelse kan bevare et økologisk landskab stort som Fyn i 2020: #dkpol #økologi #dkfood #dkgreen #landbrug,0
negative," Jeg mindes, da Tour de France var et værdsættet begivenhed i verden. Det var uundværligt at se efter de fantastiske rejser, store konkurrencer og spændende ryttere. 
Nu er dets tid til Danmark at få en lignende oplevelse, og jeg er jo vist lidt begejstret.
    ",0
negative," Landbrugssvigtet er en problematik, der stadig tvinger R-partiet og S-partiet til at konfrontere regeringen, selvom de har været i modsætning til hinanden på mange andre punkter. Dette tydede første gang op, da S-folketingsgruppens formand, Pia Olsen Dyhr, og R-partiets landbrugspolitiker, Henrik Møller, samarbejdede om at skabe opmærksomhed omkring landbrugets svigt.
    ",0
negative,"Det er ikke specielt synd at sige, men jeg begynder allerede at grine nå",0
neutral, TV-vært Abdel Aziz Mahmoud har skaffet sig [LINK].,0
negative,"Ær civilpolitiet mere vilje til at bruge våben nu end før? Selv om det var uholdbart under ungerens rensning, har politiet i dag en hårdere holdning over for kriminalitet. Men hvorfor er dette specielt nu, da de mest protesterende er brunhudet?",0
neutral,"Øjeblikket kan der ikke lige beslutes om det, men det vil afhange af den specifikke situation og forhandlerens regler. Det er vigtigt at overveje, hvorvidt du ønsker at have adgang til din telefon efter at have købt nytuetikvarer.",0
negative,Det vigtigste er at spørge: Hvad giver Thyra Franks pressemedarbejder ret til 50.000 kroner i yderligere honorar?,0
negative,"Der er nok ikke meget, der kan overraske mere om Facebooks datahantering og sikkerhed. #SMDK",0
negative," *Indsæt årstal* som stærkt argument i en diskussion har aldrig virket særligt overbevisende - det beror på, hvilken dato der skal anvendes. Men du har jo retten. At skrive ""2019"" er ingen forbedring!",0
negative," Når I mener, at jeg har talt sort, er I forkert. Min seneste tweet i denne tråd var ikke omkring I. Desuden startede I dialogen. Mit syn har ikke ændret sig. Dine indlæg har ikke påvirket mit syn. Jeg er virkelig ude af hvad I taler om, men jeg ønsker fred for begge parter. Tak.",0
positive,Årets Cavlingpris-vindere får min hilsen og beundring! 🎉,0
neutral," Vi leder efter to personer med interesse for håndbold, der ønsker at deltage i en podcast om det brev, som bl.a. Mikkel Hansen har sendt til IHF. Vi søger debatdeltagere.",0
neutral," Det er særdeles surmøttet, at en af DF's åndelige fædre, Søren Krarup, gentagne gange udtalte, hvor vigtigt det var at huske, at vi som danskere var forpligtet til vor egen historie og vores placering - hvordan svarede det imidlertid DF og 24/7?",0
positive," Grineren er det, når folk fra din gymnasietid bliver berømte rockmusikere og får positive anmeldelser i Politiken. #fugleflugten #favrskovgymftw 
    [LINK]",0
neutral,"Ærkeguden af Jorden-bamsen har sat sin fokus på stjernerne🚀, mens vi sælger vores",0
negative,"Økonomiske institutioner og butikker søgte efter den unge kvinde, inden hun blev dræbt. Myndighederne måtte vurderes hjælp, men de misforstod alvorligheden. Hun forsøgte at få hjælp, men fik ikke en chance",0
neutral," Anti-israelsk bevægelse modtager pris fra Københavns borgmester,",0
positive,"Ørnek: Agnès Varda var en betydningsfuld skikkelse hos os, både som artist og person. Hun var meget interesserende, og det gør mig lykket til at huske hende. Hvil i fred.",0
negative,"Ønsker du at tænke på denne spørgsmål i et andet perspektiv, kan jeg foreslå følgende: Hvad siger du om en plan der giver 10 millioner mennesker adgang til bedre levevilkår og muligheder i Europa?",0
negative," Vi fornægter de mest sårbare borgere, når vi ikke sikrer, at der er tilstrækkelig ressource til at håndtere psykiske sygdomme. Det ser ud som om, at politikerne og embedsmændene ikke har forstået eller taget tilltræk til værdien af at have en sund psyke - #sundpol",0
negative,"Det er dårligt at synge for Ajax, da denne nok vil deles fra hinanden",0
negative,"Æh, undskyld alle faner af Master Fatman. Men er din favorit-ekspert i eksakter ikke samme person som den, der blev dømt for bedrageri med tilskudsmidler flere år siden? Hvem vil være din næste idol? Klaus Riiskær?",0
positive," Jeg finder det interessant, hvad du har udviklet. Men vær venligst nokværnsfyldt og husk, at vi behandler ham sådan, som vi selv vil blive behandt. Uanset hvor uacceptable hans synspunkter og metoder måske er, skal vi forsøge at se på det fra hans perspektiv. Ellers kan vi risikere at skade vores egen sjæl og give ham en undskyldning for at spille martyr.",0
neutral," To montenegrinske fodboldspillere skifter til en europæisk storeklub. 
    ",0
negative,"Øjeblikket, hvad vi har, er en mand ved navn Mikkel, der har brugt sin populistiske magt for at skabe en konfrontation med en kunstner med det formål at fremme selvcensur. Men tænk på følgerne af disse handlinger - kan vi virkelig acceptere trusler og gruppepres som et måde at udøve indflydelse?",0
neutral, Jag menes at lade være med at tale og lyde til.,0
negative,"Æh, skal man grine eller græde... Denne kommunist her bruger en fantasihistorie fra venstrefløjen selv... Når vi så tjekker de TV-billeder, kan vi se at det var politiet der stod bag skuddene #dkpol #1maj",0
positive,"Skove med naturlige arealer, der er uden konflikt med klimaløsninger, kan til gengæld give en højere biodiversitet end andre områder. Dette er vigtigt for #dkpol og #dknatur.",0
positive,"Øvelse i selvforsorge for diabetspatiens er vigtigt, og det skal være let at se gennem guide-materialet, oltille beliggenhed. Dette er en nøglekomponent i at sikre en effektiv behandling.",0
neutral," Man kan dog fordybe sig mere i spørgsmålene, der udfordrer vores samfund og stiller meget flere kritiske spørgsmål til dem, der virkelig styrer #dkpol og #dkmedier. Her er nogle mulige inspirationer.",0
negative," Når man siger det er helt OK at bruge homofobe ypperancer under en fodboldkamp, er det også i sin ret med en voldsom mandekampturnering efter kampen...

Der findes visse mænd der aldrig dækker ud over skolestarten.",0
negative,"Ærkeenglen Eva Kjer er genstand for yderligere kritik fra Folketinget, denne gang om forsøgsfiskeri i Storebælt. Ministeren kan vente på en næse og dermed en hård reaktion fra parlamentets medlemmer #dkpol",0
positive," Hej, tak for at du fører med om fejlen og sletningen. Vi forstår, at det er vigtigt at have hele serien samlet online. Selvom vores digitale arkiver ikke nøje går tilbage, er vi i gang med at arbejde på at ændre dette. Vi meget meget gerne har taget fejlens førstehjælp og tager det alvorligt. Tilgodesiggøring! ",0
neutral,24-årig kvinde med dødsbilist forbudt at bo i Danmark - udlænder skal udgives på grund af strafferelaterede overtrædelser. #KriminelleUdlændinge #dkkrim #dkpol,0
negative,"Du har sikkert også vist ikke styr over situationen. Det er skamfuldt, at folk i alvorlige situationer udsættes for uskyldige spøg og vrøvl. Håbentlig vil du finde støtte hos venner og familie og får svaret på dine spørgsmål.",0
neutral,"Østjylland: Vi har søgt efter en tyve i Lindedal-området, der stjalet et bilkabinet. Tyven beskrives som ca. 30 år, ca. 180 cm og klædt i grå t-shirt og blå jeans. Hvis Du kan hjælpe med at finde denne person, ring til 114 Vagtchefen #politidk",0
neutral,"Øget skråntlivshaver kan føre til, at personer udsættes for en større risiko for andre sygdomme, herunder kræft. Derfor er det vigtigt at sikre en sund og aktiv livsstil, der reducerer risikoen for skråntlivshaver og forskellige sygdomme.",0
negative,"diskussionerne om politisk holdning i forbindelse med Israel kan virke pr utility igennem ikke i Danmark, nogen uger er diskrimination ganske skær, hører jeg ofte nærmest løgnelignende bemærkninger om Israel og jøder [fra Muslimer]. Dette bekymrer mig ligeså meget som Vestens naivitet i forhold til blå øjne.",0
negative," Ja, og når der var lidt CO2, fandt mange lande sig i hungersnød pga. at planterne ikke kunne gro. Nu er befolkningstallet vokset betydeligt, hvilket gør det endnu vanskelere at forsyne alle med nødvendige ressourcer.
#dkpol",0
negative,"
    Skal de påpege de foredelag DK har ved at være en del af EU, må de også nævne dem. Vi ser også det NATO som skyldenheen bag fred i Europa, ikke nogen som hører under EU. Når det gælder handelstransaktioner er DK vistnok effektivere uden EU-bureaukratiens engang. Men vi ser kun ulemper og frygt for at det vil blive værre.",0
negative,"Ønsker du at kontakte din læge, så kan du prøve at ringe til hans eller hendes sekretariat den 2. påskeaften og forespørge om de er til rådighed. Eller når du skrive en mail til din læge, brug venligst ikke ""2. påskedag"" i betydningen påskelørdag, men i stedet bruge ""lørdag den 2. april"". Dette vil give en mere neutral og respektfuld tone i din kommunikation med lægen.",0
positive," Jeg vil sikre, at jeg dokumenterer de første to dage som professionel og være til stede lørdag med min datter. Detaljhandelsuddannelsen følges på Facebook: 👇👇
[LINK]
# Uddannelse # Færdigheder # EU # EUD 
",0
negative,"Er det sandsynligvis ""formand for Det Udenrigspolitiske Udvalg"", som modtager Le Pen i stedet for selve Le Pen, som bliver inviteret? Hvad er årsagen til denne invitation og hvad vil det betyde for Danmarks relationer til Frankrig? #dkpol",0
negative,"Det er ubetydeligt at sige, at den er en klassiker. Men det kræver en vis baggrund for man kan se, hvor uvis og forkert den var",0
positive,Her er mine elevers synspunkter om de vigtigste emner i valget. Alle er førstegangsvælgere og ønsker at der tages hensyn til deres tanker. De håber at de vil blive hørt #dkpol,0
negative,"Æren stemmer op om at fryde over fjernelse af forskningsmidler til kernekraft er lidt uventet, men hvis det bliver for frustrerende, kan vi sige nej. Personligt tror jeg, at der er en usædvanlig stor negativ indstilling mod kernekraft i Danmark, selv om vi når videnskabsmæssigt ikke slet så lidt.",0
negative,"Økonomistyrelsen er beslægtet med kreditforeninger og banker gennem reduktion af ejendomsværdier til meget under markedspris, hvilket får låneudmålingen i vanskeligheder.
Fremdrift bliver ødelagt.
@USER #dkpol",0
positive,"Økonomisk samarbejde mellem lande har i de seneste år ført til fælles erhvervsstrategier og sælgerpantebrevsmønstre, der er nyttige for generationsskiftet. Vi tager til gavn af det kommende politiske år og landbrugets vækst",0
neutral," Steffen Højer forventer modstand mod Roskilde-forslaget i #1div-sammenhæng, mens Viborg FF fokuserer på at overvinde udfordringerne. ",0
positive," Men dejlige @user_og_knudsen har klaret #arbejdmiljoeprisen! Det er virkelig meget stolthed at se, hvordan I har arbejdet med #stress. #tak #dkpol",0
negative," Årligt set har VUC behov for ilt (penge), de har i århundreder været udsat for ressourcestrømning, og det at give voksne grundlæggende færdigheder, de manglede som børn og unge, går ud på et voksenpædagogisk miljø tæt på borgerne. Det koster, og vi er trygt til #uddpol.",0
neutral,"1. Klubben Esbjerg fB udfører en spillerudskiftning.
2. I stedet for at nævne Yuri Yakovenko og Patrick Egelund direkte, kan jeg sige, at en spiller fra året 1982 afgår og en ny kommer til.
3. Jeg har holdt teksten i det samme længde som originalteksten.
4. Konteksten om en spillerudskiftning ved Esbjerg fB er bevaret.
    ",0
neutral, Arbejdsgruppeder modtager betydningsfulde pres og opmærksomhed fra de dankerne i nylig udførte forskning #job,0
neutral,"Økonomiministeren, Riisager, afviser at kommentere kontroversiel digitale tester#dkpol #uddpol",0
negative," Det er vist rart, at man kan skrive journalistik på denne måde. På en side er oplysningerne meget relevant og interessant. Men på den anden side - som journalist - kan man høre folk tale i en bar og derefter skrive en artikel om det?",0
negative,"1/2
Det efterlader alligevel en del spørgsmål.
1. Hvor stor er den økonomiske fordel for den, der indgår i fratrædelsesaftalen? 
2. Hvornår tager den angiveligt løgnagtige og økonomisk uansvarlige skoleleder sin afskedspension og...",0
negative,"Men virkelig, hvad betyder ""socialisme"" for dig? Du mener at Danmark bygger på en form for samfundsordning der er inspireret af socialistiske ideer? Eller tror du at jeg bruger et konservativt argument for at modstå din troværdighed?",0
