label,New,org_or_new
negative,"Økonomisk vækst med flest børn: Hvordan vil du finde på at få uddannelse og tjene penge, når du har 12 børn?",0
negative,"Ændring af mening om @USER, fordi man har en anden åbsyn, er ussel og uden værdi. En udenrigsminister bør være mere sødme på sociale medier og mindre af sine eget fremført synspunkter. <#dkpol>",0
positive,"Åh ja, hvilket forholdsvis følesanskurvejs interessant! Nogle dygtige statistiknerdere har samlet alle de væsentlige data og målsætninger indenfor det fantasyfodbold-terrain, dermed vil du have en udfordrende og målrettet oplevelse i dit spil. Hvis du dog foretrækker at gå for den klassiske fodboldstrategi og bare trække ud Aguero netop inden et hattrick, så er det naturligvis også muligt.",0
negative,"Øverst på søiden af The Sunday Times findes en af de Brexit-relaterede overskrifter, som ingen havde troet sig kunne forestille sig før den store afstemning om Brexit",0
positive," Denne uge vil være valgweekenden, hvor der vil være afstemning døgnet rundt, især torsdag.",0
positive," Vi elsker at høre dine tanker! Del din mening med os på #dkpol #flerevedmere og vi sikrer os, at vi tager alle synene med i betragtning. 💚",0
negative," Selv om du har et point, Thomas (som jeg godt kan se), er der heller intet grund til at være afundig. Dette er dårlig stil og ikke nogen gavn for folkefrieheden og respekten for dem.",0
positive,"Æren går til dig, lykke med dagen!",0
negative," Jeg skrev tidligere i dag om politikere, der gør fejl på Twitter og viser sig som klodsede og overvurderende. 

Er det en formålsgestaltet taktik? #dkpol",0
negative,"Ær det imponerende, hvordan #dkpol har formået at fastholde denne debat i årevis uden at #dkmedier stiller de væsentlige spørgsmål? Bemærk, at vi ikke alle enedes om, at det er accepteret i et civiliseret samfund at give skade på gidsler.",0
positive,"Åh, denne bog! Det ville være så cool at have haft den ved min første dag på arbejdsmarkedet. Hvorfor ikke hente den straks uden at du skal give oplysninger om din e-mail eller telefonnummer? Godt nok skal du kun indtaste dit fornavn og efternavn. Dernæst klikker du ""download"" og... ta' dit eventyr til vær! ",0
positive," Vi skal sikre, at vi kan udnytte vore viden og erfaringer bedre. Det er især vigtigt for de danske små- og mellemstore virksomheder, hvor viden kan føre til udvikling og effektivisering af arbejdet. Til at gengæld for endnu en gang at lære os noget nyttige. #udnytviend",0
neutral,"Ær det så, at der er en fejl i citationen? Det siger ønsket om at konfrontere arbejdsmarkedets frie bevægelse (dvs. borgernes ret til at flytte) i citatet, ikke noget om social protokol. Far vel vente, jeg er vil gerne hjælpe med at udredge det korrekte citat og forstå konteksten bedre.
    ",0
negative,"Økologiske produkter for at mindes om Rasmus: Vi støtter fattigdom og umenneskelige politikker. 
Det er jo det mest skræmmende, at så mange vælger støtter dette",0
positive," Jeg l fastelavnsboller i stedet for at spise kagecreme. Bageriet venter på mig, mens jeg spiser den sidste del af cremen.",0
positive," I denne måned begynder vi en kampagne mod solen og dens mange bivirkninger, da vi veder søger at råde over det faktum, at soludsætningen er en meget hyppig årsag til kræftsygdomme som hudkræft og modermærkekræft.
    Lad os dele budskabet for at sprede viden og hjælpe vores venner i at forstå vigtigheden af forsigtighed i solen",0
positive," Tak for den venlige hilsen. Jeg er glædet over at deltage i valgkampen og lade mig inspirere af de andre kandidater. Vi vil sikre en fremtid med lige muligheder for alle,-) ",0
neutral,"🤖🌐 Er du af stemmingen, at robotter skal overtage farlige eller monotone jobs? Hvad er din mening om dette emne i forhold til arbejdsmiljøet i Danmark?",0
negative," Det skriver sig bare: Pappirtrommefrgivelsen udskæringsgitterdobbelgammelbolig hovedsædet findes faktisk i Odense. Papiret, men det er lige nu kapret og flyttet til Teglholmen, hvor direktionen og chefene har til huse. Politikerne kender det nok. Og uden politisk indgriben ville Tv2 Danmark være fuldstændig baseret i København i dag.",0
positive,"
    ""Han fandt det skammeverdigt og forrygende, den første halvdel af filmen,"" tilføjede han, mæske vil vi få ærende at bruge det i en anden interview.
    ",0
negative,"Årsagen til at Danmark tilbagerholder penge på uintegrerbare økonomiske indvandere og en kompliceret skattesætning, der kræver tusinder af ansatte, er en sak med prioriteter. Tilsvarende kan man skeptisk kigge på, hvor meget der reelt anvendes for at hjælpe de fattige og udsatte.",0
neutral,"Økologiske investorer bevirker, at store millioner inden for plantebaseret energiteknologi bliver investeret. 
    ",0
neutral,"Det var også mit synspunkt. Disney har rettighederne til mange af de serier og film, der kører her. Inklusiv utroligt tal og filmsammen. 
    Åndeligt samme scenarie ville blive opnået nok adskillige tjenester i andre lande, når Disney slutter aftalerne.",0
positive," Nordjyderne udvikler vildt succesfulde grønne teknikker, der skaber hundreder af nye stillinger: - Kineserne er imponerede",0
neutral,"Ønsker vi at bevare vores regionale uddannelser, siger Mette Frederiksen ved årsmødet: Universitetsbaserede læreruddannelser vil forstyrre den lokale uddannelse - der skal være læreruddannelser over hele landet. Læs vores holdning til kommissionens forslag om læreruddannelsen #uddpol #dkprovins",0
negative," Og kan du forstå, hvorfor folk føler sig udsat og truet af disse udtryk? Er det virkelig nødvendigt at bruge sådanne negative begreber som ""hader jyder""? @USER. Det er mere værd at se på, hvordan vi kan forstå hinanden, i stedet for at forværre forståelsesmangelen.",0
neutral," Vinder eksklusive VIP-billetter til Disney On Ice og oplev en tur i Alladins fartøj. 
    ",0
neutral,Ændringerne gælder indtil og med fredag den 26. april. Rejseplanen vil blive opdateret med disse ændringer om onsdag eftermiddag.,0
neutral," Åh, nu skal dit viden om Bundesliga blive prøvet. Jeg har kun set dem, når de spiller europæisk. Men jo, der er det mindst Werner, der er den mest bevægelige af de to, mens Yussuf befinder sig mest centralt.",0
negative,"Det var en markant skift i synet på ham - fra at være udsat for 1 million euros og op, til blot at der er en klub viltrage hans løn. #Rå #Twitterudenholderihed #lønbetinget",0
negative,"Øjeblikkelig fordømmer jeg de unge ballademagere på Nørrebro, der lægger skylden på bålet. Vi mangler uddybning og klarhed! Nu skal vi komme enige om, at det vigtige politiske spørgsmål i Danmark ikke går mellem etniske danskere og udlændinge eller mellem statsborgere og asylansøgere.
    ",0
negative,"Vi fortsat får et miljøvalg. Jeg mener, det der nedenfor ikke er noget, som voksne mennesker bliver ventet til at behandle under valgkampen #dkpol #stramkurs",0
negative," Men jeg mener, at du faktisk har påpeget det. Det var ikke baseret på tal, men du har udtalt det totalt misvisende i ""ret til at blive besøgt"" i stedet for ""ret"".
Specielt når de endnu ikke er nået enige om, hvem der skal udøve besøgene eller om lovteksten er skrevet...Småting...",0
positive," Vi er glade for at vente på at invitere nogle af vore danske kunder til at møde Cyber Truck, der snart vil komme til Danmark!",0
positive,"1. maj på Limfjordsbroen vil være stedet for high-fives og hyldest, da cykelkampagnen ""Alle op på cyklen"" arrangeres af Velo-City Taastrup Alliance. Festiviteterne skal fremme en sundere livsstil og væk fra bilisme #bevægdigforlivet #vcta #sundpol",0
negative," Det er uhyggeligt at se direkte løgn på Twitter. EU støtter hektarvis opdyrkning af jord, men ikke til kødproduktion. #propagandaløgn",0
neutral,"Åh ja, det er vist en vanskelig opgave at holde på hat og briller. Men håbentlig vil vi have en dag med lidt mere mild vejr i fremtiden! 🌞",0
negative,"Jarlov fejler ved at tro, at alle, som er uenige med ham, er per definition venstreorienterede. Men det er ikke nødvendigvis en tegn på venstreorientering, hvis man er uenig med en kraftigt højredrejet standpunkt i et politisk spørgsmål.",0
neutral," #Brexit kan være en del af de sidste trin i nedmonteringen af det britiske imperium. Dette vil føre til, at Little England bliver udenfor EU, mens et forenet Irland og Skotland bliver medlemmer af EU.",0
positive,"Æren går til alle de politikere, der støtter os på #arbejde 👍 Vi er glæde til at vise jer, hvorfor vi tror på lige muligheder for alle. Hvordan vores fælles arbejde fremmer inklusion og ligestilling.
@ASSISTANT",0
positive,"Artikel om regnearksledelse, der har ødelagt vores forventninger til systemet. Værd at overveje vort udviklingsforløb i dette synspunkt.",0
positive,Øget adgang til fastholdelsesfleksjob for syge arbejdsgivere er vigtigt. Del VærdigReforms video og støt vores kampagne for ændringer i Sundheds- og Arbejdsområdet.,0
neutral,"Strandhåndbolds mesterskabet i Oceanien og Australien er startet. 
    ",0
positive,"Øjeblikkeligt er der tale om en ny æra for AGF, hvor alt bevæger sig mod fremfart.",0
positive,"Ær du interesseret i at male en farve på din mur? 🖌
Selv om det er sjældent, at folk tager initiativ til at gøre dette, kan det være godt for os alle, ifølge lokal boligindretter. Lær mere om deres synspunkt.",0
negative," mod dumhed - at forsøge at nedtale Erik - vil blive utilført. Selv guderne vil give op. Erik er den mest modstandsfærdige politiker, jeg har mødt i længere tid, og forsøget på at få ham til at tage imod udenomssnak og perfide personangreb blot styrker hans position. Derfor anbefaler jeg, at du lader være med disse metoder og i stedet fokuserer på at fremstille dine egne argumenter.",0
positive," Jeg er glad for, at TVA's arvefølge nu er sikret :)",0
positive,"SF er de eneste, der trækker vælgere mod højre og sikrer dermed et nyt flertal. De har - efter min mening ikke klogeligt - ultimative krav. Lad os lade vælgerne tale, så danes der en regering efter et valg. Det er absurd med alle de krav i øst og i vest.",0
neutral," Vi vil modtage nye jagbombefly. Men selv i denne situation er jeg ikke sikker på at de har mange andre opgaver, eller i hvert fald ikke noget de ikke kan løse samtidig. Hvad skal de bruge dem til, hvis det ikke er angreb over Østersøen?",0
negative,"Ønskede du ikke at bringe din barn med i Folketingets samlinger? 

Du får sandsynligvis åbenbart øjeblikke af vreden og dine personlige valgkampagner til det sidste.",0
negative,"
    Det ser ikke ud til at handle om en stikpille, men jeg er uenig med den (helt subjektive) beskyldning om, at Åge ikke anvender de talentfulde spillere vi har i Danmark. Jeg ønsker, at du kan genople dine følelser fra før og se nyt liv i ligaen",0
positive," Vi har i William Blakes netop udfærdiget det album, der vil blive vores syvende. Det indeholder magiske klaversange og vil blive udgivet om foråret. Første singlen hedder ""Gone"" og er allerede udkommet som et godt eksempel på den unikke lyd.",0
positive," Semler Agros direktør bemærker fusionsaftalen med Herborg Maskinforretning: Skønt vi opkøber en konkurrent, vil vi bevare Danmarks-mesteren i maskinhandel, Hamrende dygtige. Det er vigtigt for os at bevare den høje kvalitet og tjenester, som Herborg Maskinforretning tilbyder.",0
neutral,"Ønsker du at vide mere om dødsgangen i USA, kan du se vores korte dokumentar her:",0
negative,"Men at forslå, at Finansministeriet skal ændre sin regnemetode, kan være en utrolig vanskelighed. Men du bør have forventninger til, at den vil øges yderligere med kr. 225.000 i forhold til, hvad en enkelt person skal betale.
Det er sandsynligt, at dette er årsagen til, at V ikke har fremlagt noget endnu. #dkpol",0
neutral,"Ændring: Hej! Du kan læse dette her: Tråd af @Bruger: ""5G er på vej. Er det farligt? Jeg har fået spurgt om det mange gange, så jeg læste op om emnet, selv om det ligger lid […]"" #sundpol #TheEnd [LINK]
Deles, hvis du tror, det er interessant. 🤖",0
positive," Ja, han kan måske ikke stå ansvarlig for en skade på en radio, et symbolsk fangelseø, en udenhedsvej eller et utruffet vildsvinehegn. Men det betyder ikke, at han er mindre rationel og fornuftig end I.",0
negative,"Åbenligt er du ude af stand til at holde sig på Twitter i dag, fordi det får dig meget vred. Du nævner specielt karaktermordet på #radio24syv #dkpol #skamjer.",0
neutral,"Analysehuset mener, at det kan være vanskeligt for Dell, den gamle hardware-leverandør, at lade arven tilbage og fokusere på nye udfordringer. Selskabet skal sige farvel til fortidens praksis og koncentrere sig om fremtiden: #digdk #dkbiz",0
positive,"Yesterday, I looked at a statement; their game Vampyr has sold over 1 million copies, and their publisher Focus Home Interactive has renewed a contract with DONTNOD. It seems that the company is building some momentum",0
negative," Jeg vil ikke forsøge at skjule min overraskelse over den enorme omfang af problemer, som tech-virksomheden X må håndtere. De møder en *uhyggelig* mængde af forsøg på at tjene penge ved at manipulere og skamme andre online.",0
